imdb_id,film_title,original_title,year,decade,runtime_minutes,genres,region,language,average_rating,num_votes,poster_url,synopsis,source_url
tt0246188,Raktha Sindhuram,Raktha Sindhuram,1985,1980s,61,"Action,Drama",IN,te,6.7,44,/static/placeholder_poster.svg,"Raktha Sindhuram is a Telugu/Tollywood film released in 1985. IMDb lists its genres as Action,Drama. The film has a runtime of 61 minutes. It holds an IMDb rating of 6.7/10 based on 44 votes. This curated entry is part of the 1980s Tollywood cinema timeline.",https://www.imdb.com/title/tt0246188/
tt0196585,Maa Voori Magadu,Maa Voori Magadu,1987,1980s,133,"Action,Crime,Thriller",IN,te,5.4,26,/static/placeholder_poster.svg,"Maa Voori Magadu is a Telugu/Tollywood film released in 1987. IMDb lists its genres as Action,Crime,Thriller. The film has a runtime of 133 minutes. It holds an IMDb rating of 5.4/10 based on 26 votes. This curated entry is part of the 1980s Tollywood cinema timeline.",https://www.imdb.com/title/tt0196585/
tt0364510,Meenakshi Thiruvilayadal,Meenakshi Thiruvilayadal,1989,1980s,140,,IN,te,6.9,18,/static/placeholder_poster.svg,Meenakshi Thiruvilayadal is a Telugu/Tollywood film released in 1989. The film has a runtime of 140 minutes. It holds an IMDb rating of 6.9/10 based on 18 votes. This curated entry is part of the 1980s Tollywood cinema timeline.,https://www.imdb.com/title/tt0364510/
tt0319852,Merupudadi,Merupudadi,1984,1980s,140,"Action,Drama,Western",IN,te,7.9,17,/static/placeholder_poster.svg,"Merupudadi is a Telugu/Tollywood film released in 1984. IMDb lists its genres as Action,Drama,Western. The film has a runtime of 140 minutes. It holds an IMDb rating of 7.9/10 based on 17 votes. This curated entry is part of the 1980s Tollywood cinema timeline.",https://www.imdb.com/title/tt0319852/
tt1411918,Nandri Meendum Varuga,Nandri Meendum Varuga,1982,1980s,112,Drama,IN,te,6.4,17,/static/placeholder_poster.svg,Nandri Meendum Varuga is a Telugu/Tollywood film released in 1982. IMDb lists its genres as Drama. The film has a runtime of 112 minutes. It holds an IMDb rating of 6.4/10 based on 17 votes. This curated entry is part of the 1980s Tollywood cinema timeline.,https://www.imdb.com/title/tt1411918/
tt0319540,Idhey Naa Savaal,Idhey Naa Savaal,1984,1980s,130,Action,IN,te,7.0,16,/static/placeholder_poster.svg,Idhey Naa Savaal is a Telugu/Tollywood film released in 1984. IMDb lists its genres as Action. The film has a runtime of 130 minutes. It holds an IMDb rating of 7.0/10 based on 16 votes. This curated entry is part of the 1980s Tollywood cinema timeline.,https://www.imdb.com/title/tt0319540/
tt1441310,Kizhvanam Sivakkam,Kizhvanam Sivakkam,1981,1980s,138,,IN,te,6.8,16,/static/placeholder_poster.svg,Kizhvanam Sivakkam is a Telugu/Tollywood film released in 1981. The film has a runtime of 138 minutes. It holds an IMDb rating of 6.8/10 based on 16 votes. This curated entry is part of the 1980s Tollywood cinema timeline.,https://www.imdb.com/title/tt1441310/
tt0246275,Thathayya Premaleelalu,Thathayya Premaleelalu,1980,1980s,,"Comedy,Family",IN,te,5.1,15,/static/placeholder_poster.svg,"Thathayya Premaleelalu is a Telugu/Tollywood film released in 1980. IMDb lists its genres as Comedy,Family. It holds an IMDb rating of 5.1/10 based on 15 votes. This curated entry is part of the 1980s Tollywood cinema timeline.",https://www.imdb.com/title/tt0246275/
tt0319592,Janavari Onnu,Janavari Onnu,1984,1980s,,,IN,te,7.4,11,/static/placeholder_poster.svg,Janavari Onnu is a Telugu/Tollywood film released in 1984. It holds an IMDb rating of 7.4/10 based on 11 votes. This curated entry is part of the 1980s Tollywood cinema timeline.,https://www.imdb.com/title/tt0319592/
tt0280820,Kanney Raadha,Kanney Raadha,1982,1980s,,,IN,te,5.1,11,/static/placeholder_poster.svg,Kanney Raadha is a Telugu/Tollywood film released in 1982. It holds an IMDb rating of 5.1/10 based on 11 votes. This curated entry is part of the 1980s Tollywood cinema timeline.,https://www.imdb.com/title/tt0280820/
tt1440170,Ezhuthata Sattaangal,Ezhuthata Sattaangal,1984,1980s,,,IN,te,,,/static/placeholder_poster.svg,Ezhuthata Sattaangal is a Telugu/Tollywood film released in 1984. This curated entry is part of the 1980s Tollywood cinema timeline.,https://www.imdb.com/title/tt1440170/
tt0278517,Jai Vethlam,Jai Vethlam,1985,1980s,,,IN,te,,,/static/placeholder_poster.svg,Jai Vethlam is a Telugu/Tollywood film released in 1985. This curated entry is part of the 1980s Tollywood cinema timeline.,https://www.imdb.com/title/tt0278517/
tt0319435,Garikincina Gaana,Garikincina Gaana,1988,1980s,,,IN,te,,,/static/placeholder_poster.svg,Garikincina Gaana is a Telugu/Tollywood film released in 1988. This curated entry is part of the 1980s Tollywood cinema timeline.,https://www.imdb.com/title/tt0319435/
tt3316078,Ival Oru Pournami,Ival Oru Pournami,1988,1980s,,,IN,te,,,/static/placeholder_poster.svg,Ival Oru Pournami is a Telugu/Tollywood film released in 1988. This curated entry is part of the 1980s Tollywood cinema timeline.,https://www.imdb.com/title/tt3316078/
tt0267422,Detective Naarada,Detective Naarada,1993,1990s,,"Comedy,Drama,Thriller",IN,te,6.0,241,/static/placeholder_poster.svg,"Detective Naarada is a Telugu/Tollywood film released in 1993. IMDb lists its genres as Comedy,Drama,Thriller. It holds an IMDb rating of 6.0/10 based on 241 votes. This curated entry is part of the 1990s Tollywood cinema timeline.",https://www.imdb.com/title/tt0267422/
tt0269821,Ravoyi Chandamama,Ravoyi Chandamama,1999,1990s,,"Drama,Romance",IN,te,4.8,238,/static/placeholder_poster.svg,"Ravoyi Chandamama is a Telugu/Tollywood film released in 1999. IMDb lists its genres as Drama,Romance. It holds an IMDb rating of 4.8/10 based on 238 votes. This curated entry is part of the 1990s Tollywood cinema timeline.",https://www.imdb.com/title/tt0269821/
tt0267927,Subhalagnam,Subhalagnam,1994,1990s,145,Drama,IN,te,7.4,159,/static/placeholder_poster.svg,Subhalagnam is a Telugu/Tollywood film released in 1994. IMDb lists its genres as Drama. The film has a runtime of 145 minutes. It holds an IMDb rating of 7.4/10 based on 159 votes. This curated entry is part of the 1990s Tollywood cinema timeline.,https://www.imdb.com/title/tt0267927/
tt0318414,Maharasan,Maharasan,1993,1990s,144,"Comedy,Drama",IN,te,5.7,154,/static/placeholder_poster.svg,"Maharasan is a Telugu/Tollywood film released in 1993. IMDb lists its genres as Comedy,Drama. The film has a runtime of 144 minutes. It holds an IMDb rating of 5.7/10 based on 154 votes. This curated entry is part of the 1990s Tollywood cinema timeline.",https://www.imdb.com/title/tt0318414/
tt0233185,Alludu Diddina Kapuram,Alludu Diddina Kapuram,1991,1990s,60,Drama,IN,te,9.0,115,/static/placeholder_poster.svg,Alludu Diddina Kapuram is a Telugu/Tollywood film released in 1991. IMDb lists its genres as Drama. The film has a runtime of 60 minutes. It holds an IMDb rating of 9.0/10 based on 115 votes. This curated entry is part of the 1990s Tollywood cinema timeline.,https://www.imdb.com/title/tt0233185/
tt0255190,Gandeevam,Gandeevam,1994,1990s,,Drama,IN,te,6.6,114,/static/placeholder_poster.svg,Gandeevam is a Telugu/Tollywood film released in 1994. IMDb lists its genres as Drama. It holds an IMDb rating of 6.6/10 based on 114 votes. This curated entry is part of the 1990s Tollywood cinema timeline.,https://www.imdb.com/title/tt0255190/
tt2326067,Villathi villain,Villathi villain,1995,1990s,127,"Action,Comedy",IN,te,6.6,62,/static/placeholder_poster.svg,"Villathi villain is a Telugu/Tollywood film released in 1995. IMDb lists its genres as Action,Comedy. The film has a runtime of 127 minutes. It holds an IMDb rating of 6.6/10 based on 62 votes. This curated entry is part of the 1990s Tollywood cinema timeline.",https://www.imdb.com/title/tt2326067/
tt0305261,Ayanaku Iddaru,Ayanaku Iddaru,1995,1990s,167,Drama,IN,te,5.9,56,/static/placeholder_poster.svg,Ayanaku Iddaru is a Telugu/Tollywood film released in 1995. IMDb lists its genres as Drama. The film has a runtime of 167 minutes. It holds an IMDb rating of 5.9/10 based on 56 votes. This curated entry is part of the 1990s Tollywood cinema timeline.,https://www.imdb.com/title/tt0305261/
tt7916522,Asuran,Asuran,1995,1990s,,Horror,IN,te,4.9,36,/static/placeholder_poster.svg,Asuran is a Telugu/Tollywood film released in 1995. IMDb lists its genres as Horror. It holds an IMDb rating of 4.9/10 based on 36 votes. This curated entry is part of the 1990s Tollywood cinema timeline.,https://www.imdb.com/title/tt7916522/
tt4209744,Kannodu Kanbathellam,Kannodu Kanbathellam,1999,1990s,142,"Drama,Romance",IN,te,6.2,29,/static/placeholder_poster.svg,"Kannodu Kanbathellam is a Telugu/Tollywood film released in 1999. IMDb lists its genres as Drama,Romance. The film has a runtime of 142 minutes. It holds an IMDb rating of 6.2/10 based on 29 votes. This curated entry is part of the 1990s Tollywood cinema timeline.",https://www.imdb.com/title/tt4209744/
tt1579852,Panduga,Panduga,1998,1990s,,Family,IN,te,5.2,21,/static/placeholder_poster.svg,Panduga is a Telugu/Tollywood film released in 1998. IMDb lists its genres as Family. It holds an IMDb rating of 5.2/10 based on 21 votes. This curated entry is part of the 1990s Tollywood cinema timeline.,https://www.imdb.com/title/tt1579852/
tt0261508,Aasayam,Aasayam,1993,1990s,,"Action,Drama",IN,te,6.2,20,/static/placeholder_poster.svg,"Aasayam is a Telugu/Tollywood film released in 1993. IMDb lists its genres as Action,Drama. It holds an IMDb rating of 6.2/10 based on 20 votes. This curated entry is part of the 1990s Tollywood cinema timeline.",https://www.imdb.com/title/tt0261508/
tt0261219,Ragulutunna Bharatam,Ragulutunna Bharatam,1992,1990s,,"Action,Drama",IN,te,4.4,14,/static/placeholder_poster.svg,"Ragulutunna Bharatam is a Telugu/Tollywood film released in 1992. IMDb lists its genres as Action,Drama. It holds an IMDb rating of 4.4/10 based on 14 votes. This curated entry is part of the 1990s Tollywood cinema timeline.",https://www.imdb.com/title/tt0261219/
tt0369201,Aadadi,Aadadi,1990,1990s,,,IN,te,,,/static/placeholder_poster.svg,Aadadi is a Telugu/Tollywood film released in 1990. This curated entry is part of the 1990s Tollywood cinema timeline.,https://www.imdb.com/title/tt0369201/
tt0355593,Jagannathakam,Jagannathakam,1991,1990s,,,IN,te,,,/static/placeholder_poster.svg,Jagannathakam is a Telugu/Tollywood film released in 1991. This curated entry is part of the 1990s Tollywood cinema timeline.,https://www.imdb.com/title/tt0355593/
tt10137020,Naalaya Seithi,Naalaya Seithi,1992,1990s,146,Drama,IN,te,,,/static/placeholder_poster.svg,Naalaya Seithi is a Telugu/Tollywood film released in 1992. IMDb lists its genres as Drama. The film has a runtime of 146 minutes. This curated entry is part of the 1990s Tollywood cinema timeline.,https://www.imdb.com/title/tt10137020/
tt29271446,Gold Medal,Gold Medal,1994,1990s,112,"Action,Drama",IN,te,,,/static/placeholder_poster.svg,"Gold Medal is a Telugu/Tollywood film released in 1994. IMDb lists its genres as Action,Drama. The film has a runtime of 112 minutes. This curated entry is part of the 1990s Tollywood cinema timeline.",https://www.imdb.com/title/tt29271446/
tt15057258,Hai Bangalore,Hai Bangalore,1997,1990s,119,Drama,IN,te,,,/static/placeholder_poster.svg,Hai Bangalore is a Telugu/Tollywood film released in 1997. IMDb lists its genres as Drama. The film has a runtime of 119 minutes. This curated entry is part of the 1990s Tollywood cinema timeline.,https://www.imdb.com/title/tt15057258/
tt26865665,Sambayya,Sambayya,1999,1990s,,"Action,Drama",IN,te,,,/static/placeholder_poster.svg,"Sambayya is a Telugu/Tollywood film released in 1999. IMDb lists its genres as Action,Drama. This curated entry is part of the 1990s Tollywood cinema timeline.",https://www.imdb.com/title/tt26865665/
tt1522265,Ritu,Ritu,2009,2000s,138,"Drama,Family",IN,te,7.2,433,/static/placeholder_poster.svg,"Ritu is a Telugu/Tollywood film released in 2009. IMDb lists its genres as Drama,Family. The film has a runtime of 138 minutes. It holds an IMDb rating of 7.2/10 based on 433 votes. This curated entry is part of the 2000s Tollywood cinema timeline.",https://www.imdb.com/title/tt1522265/
tt0339485,Paarthale Paravasam,Paarthale Paravasam,2001,2000s,146,Comedy,IN,te,5.1,339,/static/placeholder_poster.svg,Paarthale Paravasam is a Telugu/Tollywood film released in 2001. IMDb lists its genres as Comedy. The film has a runtime of 146 minutes. It holds an IMDb rating of 5.1/10 based on 339 votes. This curated entry is part of the 2000s Tollywood cinema timeline.,https://www.imdb.com/title/tt0339485/
tt0420854,Ranga (S.S.L.C),Ranga (S.S.L.C),2004,2000s,,"Action,Comedy,Drama",IN,te,6.3,208,/static/placeholder_poster.svg,"Ranga (S.S.L.C) is a Telugu/Tollywood film released in 2004. IMDb lists its genres as Action,Comedy,Drama. It holds an IMDb rating of 6.3/10 based on 208 votes. This curated entry is part of the 2000s Tollywood cinema timeline.",https://www.imdb.com/title/tt0420854/
tt2924844,Nandhi,Nandhi,2002,2000s,125,"Action,Drama",IN,te,7.3,141,/static/placeholder_poster.svg,"Nandhi is a Telugu/Tollywood film released in 2002. IMDb lists its genres as Action,Drama. The film has a runtime of 125 minutes. It holds an IMDb rating of 7.3/10 based on 141 votes. This curated entry is part of the 2000s Tollywood cinema timeline.",https://www.imdb.com/title/tt2924844/
tt2969320,Kaamannana Makkalu,Kaamannana Makkalu,2008,2000s,,"Action,Comedy,Drama",IN,te,5.7,113,/static/placeholder_poster.svg,"Kaamannana Makkalu is a Telugu/Tollywood film released in 2008. IMDb lists its genres as Action,Comedy,Drama. It holds an IMDb rating of 5.7/10 based on 113 votes. This curated entry is part of the 2000s Tollywood cinema timeline.",https://www.imdb.com/title/tt2969320/
tt2951596,Partha,Partha,2003,2000s,147,"Action,Romance",IN,te,6.5,111,/static/placeholder_poster.svg,"Partha is a Telugu/Tollywood film released in 2003. IMDb lists its genres as Action,Romance. The film has a runtime of 147 minutes. It holds an IMDb rating of 6.5/10 based on 111 votes. This curated entry is part of the 2000s Tollywood cinema timeline.",https://www.imdb.com/title/tt2951596/
tt1606181,Black Dhaliya,Black Dhaliya,2009,2000s,139,Action,IN,te,3.5,111,/static/placeholder_poster.svg,Black Dhaliya is a Telugu/Tollywood film released in 2009. IMDb lists its genres as Action. The film has a runtime of 139 minutes. It holds an IMDb rating of 3.5/10 based on 111 votes. This curated entry is part of the 2000s Tollywood cinema timeline.,https://www.imdb.com/title/tt1606181/
tt2959872,Kashi from Village,Kashi from Village,2005,2000s,143,"Action,Drama",IN,te,7.1,104,/static/placeholder_poster.svg,"Kashi from Village is a Telugu/Tollywood film released in 2005. IMDb lists its genres as Action,Drama. The film has a runtime of 143 minutes. It holds an IMDb rating of 7.1/10 based on 104 votes. This curated entry is part of the 2000s Tollywood cinema timeline.",https://www.imdb.com/title/tt2959872/
tt2969446,Nammanna,Nammanna,2005,2000s,,"Action,Drama",IN,te,6.9,87,/static/placeholder_poster.svg,"Nammanna is a Telugu/Tollywood film released in 2005. IMDb lists its genres as Action,Drama. It holds an IMDb rating of 6.9/10 based on 87 votes. This curated entry is part of the 2000s Tollywood cinema timeline.",https://www.imdb.com/title/tt2969446/
tt0366874,Parasuram,Parasuram,2003,2000s,142,"Action,Drama",IN,te,4.8,81,/static/placeholder_poster.svg,"Parasuram is a Telugu/Tollywood film released in 2003. IMDb lists its genres as Action,Drama. The film has a runtime of 142 minutes. It holds an IMDb rating of 4.8/10 based on 81 votes. This curated entry is part of the 2000s Tollywood cinema timeline.",https://www.imdb.com/title/tt0366874/
tt1156299,Encounter Dayanayak,Encounter Dayanayak,2005,2000s,145,"Action,Crime,Drama",IN,te,6.0,53,/static/placeholder_poster.svg,"Encounter Dayanayak is a Telugu/Tollywood film released in 2005. IMDb lists its genres as Action,Crime,Drama. The film has a runtime of 145 minutes. It holds an IMDb rating of 6.0/10 based on 53 votes. This curated entry is part of the 2000s Tollywood cinema timeline.",https://www.imdb.com/title/tt1156299/
tt0832296,Anumanaspadam,Anumanaspadam,2007,2000s,,Thriller,IN,te,6.3,48,/static/placeholder_poster.svg,Anumanaspadam is a Telugu/Tollywood film released in 2007. IMDb lists its genres as Thriller. It holds an IMDb rating of 6.3/10 based on 48 votes. This curated entry is part of the 2000s Tollywood cinema timeline.,https://www.imdb.com/title/tt0832296/
tt1285146,Vijaya Dasami,Vijaya Dasami,2007,2000s,,,IN,te,4.9,38,/static/placeholder_poster.svg,Vijaya Dasami is a Telugu/Tollywood film released in 2007. It holds an IMDb rating of 4.9/10 based on 38 votes. This curated entry is part of the 2000s Tollywood cinema timeline.,https://www.imdb.com/title/tt1285146/
tt14148330,Kannadadda Kiran Bedi,Kannadadda Kiran Bedi,2009,2000s,159,Drama,IN,te,6.3,28,/static/placeholder_poster.svg,Kannadadda Kiran Bedi is a Telugu/Tollywood film released in 2009. IMDb lists its genres as Drama. The film has a runtime of 159 minutes. It holds an IMDb rating of 6.3/10 based on 28 votes. This curated entry is part of the 2000s Tollywood cinema timeline.,https://www.imdb.com/title/tt14148330/
tt1575629,Mechanic Mamaiah,Mechanic Mamaiah,2000,2000s,,Comedy,IN,te,5.9,25,/static/placeholder_poster.svg,Mechanic Mamaiah is a Telugu/Tollywood film released in 2000. IMDb lists its genres as Comedy. It holds an IMDb rating of 5.9/10 based on 25 votes. This curated entry is part of the 2000s Tollywood cinema timeline.,https://www.imdb.com/title/tt1575629/
tt10833600,Love,Love,2004,2000s,165,Romance,IN,te,4.8,15,/static/placeholder_poster.svg,Love is a Telugu/Tollywood film released in 2004. IMDb lists its genres as Romance. The film has a runtime of 165 minutes. It holds an IMDb rating of 4.8/10 based on 15 votes. This curated entry is part of the 2000s Tollywood cinema timeline.,https://www.imdb.com/title/tt10833600/
tt0283563,Rakkilikal,Rakkilikal,2001,2000s,78,"Horror,Musical",IN,te,3.3,15,/static/placeholder_poster.svg,"Rakkilikal is a Telugu/Tollywood film released in 2001. IMDb lists its genres as Horror,Musical. The film has a runtime of 78 minutes. It holds an IMDb rating of 3.3/10 based on 15 votes. This curated entry is part of the 2000s Tollywood cinema timeline.",https://www.imdb.com/title/tt0283563/
tt0481146,Nisheedhini,Nisheedhini,2004,2000s,,Horror,IN,te,3.6,13,/static/placeholder_poster.svg,Nisheedhini is a Telugu/Tollywood film released in 2004. IMDb lists its genres as Horror. It holds an IMDb rating of 3.6/10 based on 13 votes. This curated entry is part of the 2000s Tollywood cinema timeline.,https://www.imdb.com/title/tt0481146/
tt19382142,Manivarnathooval,Manivarnathooval,2002,2000s,,,IN,te,,,/static/placeholder_poster.svg,Manivarnathooval is a Telugu/Tollywood film released in 2002. This curated entry is part of the 2000s Tollywood cinema timeline.,https://www.imdb.com/title/tt19382142/
tt13613066,Adada Enna Azhagu,Adada Enna Azhagu,2009,2000s,160,Drama,IN,te,,,/static/placeholder_poster.svg,Adada Enna Azhagu is a Telugu/Tollywood film released in 2009. IMDb lists its genres as Drama. The film has a runtime of 160 minutes. This curated entry is part of the 2000s Tollywood cinema timeline.,https://www.imdb.com/title/tt13613066/
tt4435628,Valiyavan,Valiyavan,2015,2010s,140,"Action,Drama",IN,te,5.4,295,/static/placeholder_poster.svg,"Valiyavan is a Telugu/Tollywood film released in 2015. IMDb lists its genres as Action,Drama. The film has a runtime of 140 minutes. It holds an IMDb rating of 5.4/10 based on 295 votes. This curated entry is part of the 2010s Tollywood cinema timeline.",https://www.imdb.com/title/tt4435628/
tt4445948,Urumeen,Urumeen,2015,2010s,140,"Action,Fantasy,Thriller",IN,te,4.7,222,/static/placeholder_poster.svg,"Urumeen is a Telugu/Tollywood film released in 2015. IMDb lists its genres as Action,Fantasy,Thriller. The film has a runtime of 140 minutes. It holds an IMDb rating of 4.7/10 based on 222 votes. This curated entry is part of the 2010s Tollywood cinema timeline.",https://www.imdb.com/title/tt4445948/
tt3866300,Raajadhaani,Raajadhaani,2011,2010s,134,Drama,IN,te,6.3,213,/static/placeholder_poster.svg,Raajadhaani is a Telugu/Tollywood film released in 2011. IMDb lists its genres as Drama. The film has a runtime of 134 minutes. It holds an IMDb rating of 6.3/10 based on 213 votes. This curated entry is part of the 2010s Tollywood cinema timeline.,https://www.imdb.com/title/tt3866300/
tt2938702,Attahaasa,Attahaasa,2013,2010s,171,"Biography,Crime,Thriller",IN,te,7.0,193,/static/placeholder_poster.svg,"Attahaasa is a Telugu/Tollywood film released in 2013. IMDb lists its genres as Biography,Crime,Thriller. The film has a runtime of 171 minutes. It holds an IMDb rating of 7.0/10 based on 193 votes. This curated entry is part of the 2010s Tollywood cinema timeline.",https://www.imdb.com/title/tt2938702/
tt4087822,Jaihind 2,Jaihind 2,2014,2010s,155,Action,IN,te,5.2,172,/static/placeholder_poster.svg,Jaihind 2 is a Telugu/Tollywood film released in 2014. IMDb lists its genres as Action. The film has a runtime of 155 minutes. It holds an IMDb rating of 5.2/10 based on 172 votes. This curated entry is part of the 2010s Tollywood cinema timeline.,https://www.imdb.com/title/tt4087822/
tt4200804,Shivam,Shivam,2015,2010s,152,Thriller,IN,te,5.9,154,/static/placeholder_poster.svg,Shivam is a Telugu/Tollywood film released in 2015. IMDb lists its genres as Thriller. The film has a runtime of 152 minutes. It holds an IMDb rating of 5.9/10 based on 154 votes. This curated entry is part of the 2010s Tollywood cinema timeline.,https://www.imdb.com/title/tt4200804/
tt7047522,Chennaiyil Oru Naal 2,Chennaiyil Oru Naal 2,2017,2010s,101,Thriller,IN,te,4.4,146,/static/placeholder_poster.svg,Chennaiyil Oru Naal 2 is a Telugu/Tollywood film released in 2017. IMDb lists its genres as Thriller. The film has a runtime of 101 minutes. It holds an IMDb rating of 4.4/10 based on 146 votes. This curated entry is part of the 2010s Tollywood cinema timeline.,https://www.imdb.com/title/tt7047522/
tt2950606,Kiccha Huccha,Kiccha Huccha,2010,2010s,139,"Drama,Romance",IN,te,5.7,124,/static/placeholder_poster.svg,"Kiccha Huccha is a Telugu/Tollywood film released in 2010. IMDb lists its genres as Drama,Romance. The film has a runtime of 139 minutes. It holds an IMDb rating of 5.7/10 based on 124 votes. This curated entry is part of the 2010s Tollywood cinema timeline.",https://www.imdb.com/title/tt2950606/
tt4511372,Maha Maha,Maha Maha,2015,2010s,109,"Crime,Drama,Romance",IN,te,5.4,121,/static/placeholder_poster.svg,"Maha Maha is a Telugu/Tollywood film released in 2015. IMDb lists its genres as Crime,Drama,Romance. The film has a runtime of 109 minutes. It holds an IMDb rating of 5.4/10 based on 121 votes. This curated entry is part of the 2010s Tollywood cinema timeline.",https://www.imdb.com/title/tt4511372/
tt2950478,Mr. Theertha,Mr. Theertha,2010,2010s,137,"Action,Drama,Family",IN,te,6.8,99,/static/placeholder_poster.svg,"Mr. Theertha is a Telugu/Tollywood film released in 2010. IMDb lists its genres as Action,Drama,Family. The film has a runtime of 137 minutes. It holds an IMDb rating of 6.8/10 based on 99 votes. This curated entry is part of the 2010s Tollywood cinema timeline.",https://www.imdb.com/title/tt2950478/
tt7160938,Team 5,Team 5,2017,2010s,101,"Adventure,Sport",IN,te,3.9,88,/static/placeholder_poster.svg,"Team 5 is a Telugu/Tollywood film released in 2017. IMDb lists its genres as Adventure,Sport. The film has a runtime of 101 minutes. It holds an IMDb rating of 3.9/10 based on 88 votes. This curated entry is part of the 2010s Tollywood cinema timeline.",https://www.imdb.com/title/tt7160938/
tt3238050,Jithan 2,Jithan 2,2016,2010s,142,Thriller,IN,te,2.7,64,/static/placeholder_poster.svg,Jithan 2 is a Telugu/Tollywood film released in 2016. IMDb lists its genres as Thriller. The film has a runtime of 142 minutes. It holds an IMDb rating of 2.7/10 based on 64 votes. This curated entry is part of the 2010s Tollywood cinema timeline.,https://www.imdb.com/title/tt3238050/
tt4328102,Kandaen,Kandaen,2011,2010s,,"Comedy,Romance",IN,te,4.8,55,/static/placeholder_poster.svg,"Kandaen is a Telugu/Tollywood film released in 2011. IMDb lists its genres as Comedy,Romance. It holds an IMDb rating of 4.8/10 based on 55 votes. This curated entry is part of the 2010s Tollywood cinema timeline.",https://www.imdb.com/title/tt4328102/
tt4516628,Vajram,Vajram,2015,2010s,,,IN,te,5.3,19,/static/placeholder_poster.svg,Vajram is a Telugu/Tollywood film released in 2015. It holds an IMDb rating of 5.3/10 based on 19 votes. This curated entry is part of the 2010s Tollywood cinema timeline.,https://www.imdb.com/title/tt4516628/
tt6492958,Yendha Nerathilum,Yendha Nerathilum,2017,2010s,112,Horror,IN,te,4.6,18,/static/placeholder_poster.svg,Yendha Nerathilum is a Telugu/Tollywood film released in 2017. IMDb lists its genres as Horror. The film has a runtime of 112 minutes. It holds an IMDb rating of 4.6/10 based on 18 votes. This curated entry is part of the 2010s Tollywood cinema timeline.,https://www.imdb.com/title/tt6492958/
tt3311586,Kaunri Kanya - 3D,Kaunri Kanya - 3D,2013,2010s,,Horror,IN,te,7.1,14,/static/placeholder_poster.svg,Kaunri Kanya - 3D is a Telugu/Tollywood film released in 2013. IMDb lists its genres as Horror. It holds an IMDb rating of 7.1/10 based on 14 votes. This curated entry is part of the 2010s Tollywood cinema timeline.,https://www.imdb.com/title/tt3311586/
